Date, Time, Open, High, Low, Last, Volume, OpenInt, OHLC Avg, HLC Avg, HL Avg, Bid Volume, Ask Volume, LBR Bars, 3/10, Mov Avg 3/10, 3/10 Diff, Line, Avg, Avg, IB, WR7, NR7, TP, 3BT, Pure 3BT, BO, HBO, LBO, PF3, PF3[1], 5SMA, ERun, STPvt, SIG, LongoBO, ShortBO, ROC, ROC (alt), ROC[1], STPvt, Highest ROC, Lowest ROC, LLHHDraw, RANK, ADX
2024-11-21, 00:00:00.000000, 94665, 99575, 94290, 98735, 20641, 17894, 96816, 97533, 96933, 0, 0, 1, 5117.664, 5036.906, 80.758, 0.000, 83544, 94116, 0, 0, 0, 36.7, 0, 0, 0, 99575, 90770, 1, 0, 0, 1, 100415, 2, 98300, 91180, 5675.000, 5675.000, 2680.000, 100415.000, 12730.000, -2875.000, 0.000, 107.3, 45.4
2024-11-22, 00:00:00.000000, 98860, 100170, 97430, 99485, 17264, 14144, 98986, 99028, 98800, 0, 0, 1, 5046.836, 5173.781, -126.945, 0.000, 85062, 95616, 0, 0, 1, 35.8, 0, 0, 0, 100170, 92005, 0, 1, 0, 1, 103480, -1, 104020, 93450, 4745.000, 4745.000, 5675.000, 103480.000, 12730.000, -2875.000, 0.000, 106.9, 47.5
2024-11-25, 00:00:00.000000, 98555, 99275, 93490, 94945, 18093, 9827, 96566, 95903, 96383, 0, 0, 1, 4394.164, 5350.979, -956.815, 0.000, 86003, 96193, 0, 1, 0, 7.6, 0, 0, 0, 100170, 93490, 0, 0, 1, 0, 95695, -2, 102225, 96745, -3790.000, -3790.000, 4745.000, 95695.000, 12730.000, -3790.000, -3790.000, 100.2, 47.6
2024-11-26, 00:00:00.000000, 94350, 95225, 90785, 90995, 15780, 6954, 92839, 92335, 93005, 0, 0, 1, 1723.664, 5461.729, -3738.065, 0.000, 86479, 95780, 0, 0, 0, 37.0, 0, 0, 0, 100170, 90785, 0, 0, 0, 0, 86455, -2, 100730, 89160, -8490.000, -8490.000, -3790.000, 86455.000, 12730.000, -8490.000, -8490.000, 92.2, 46.8
2024-11-27, 00:00:00.000000, 91695, 97500, 91475, 96785, 10755, 4750, 94364, 95253, 94488, 0, 0, 1, 170.664, 5502.833, -5332.169, 0.000, 87460, 96189, 0, 1, 0, 14.5, 1, 0, 0, 99275, 90785, 0, 0, 0, 0, 92835, 1, 95435, 86555, 1840.000, 1840.000, -8490.000, 92835.000, 12730.000, -8490.000, 0.000, 97.3, 46.3
2024-11-29, 00:00:00.000000, 97710, 100315, 95980, 98365, 9278, 31930, 98093, 98220, 98148, 0, 0, 1, 266.164, 5466.771, -5200.606, 0.000, 88499, 96115, 0, 0, 0, 38.7, 0, 0, 0, 100315, 90785, 0, 0, 0, 0, 104155, 2, 102810, 90760, 7370.000, 7370.000, 1840.000, 104155.000, 12730.000, -8490.000, 0.000, 103.6, 46.3
2024-12-2, 00:00:00.000000, 98875, 99565, 95270, 96635, 12122, 31622, 97586, 97157, 97418, 0, 0, 1, 1681.164, 5377.260, -3696.096, 0.000, 89274, 95545, 0, 0, 0, 25.7, 1, 0, 0, 100315, 91475, 0, 0, 0, 0, 98215, -1, 102700, 94030, -150.000, -150.000, 7370.000, 98215.000, 12730.000, -8490.000, 0.000, 106.2, 46.1
2024-12-3, 00:00:00.000000, 96380, 97395, 94435, 96535, 9601, 30944, 96186, 96122, 95915, 0, 0, 1, 1150.336, 5161.291, -4010.955, 0.000, 89965, 95863, 0, 0, 0, 28.9, 0, 0, 0, 100315, 94435, -1, 0, 0, 0, 94805, -2, 100930, 92340, -1830.000, -1830.000, -150.000, 94805.000, 12730.000, -8490.000, 0.000, 99.7, 45.5
2024-12-4, 00:00:00.000000, 97040, 100280, 95390, 99915, 13087, 30513, 98156, 98528, 97835, 0, 0, 1, 981.500, 4817.489, -3835.989, 0.000, 90913, 97647, 0, 0, 0, 9.3, 0, 0, 0, 100280, 94435, 0, -1, 0, 1, 99815, 1, 99495, 93575, 3280.000, 3280.000, -1830.000, 99815.000, 12730.000, -8490.000, 0.000, 101.6, 45.5
2024-12-5, 00:00:00.000000, 99390, 105325, 98610, 99775, 19550, 29578, 100775, 101237, 101968, 0, 0, 1, 1524.664, 4343.364, -2818.700, 0.000, 91757, 98245, 0, 1, 0, 35.7, 0, 0, 0, 105325, 94435, 0, 0, 0, 1, 103155, -1, 104805, 95025, 3240.000, 3240.000, 3280.000, 103155.000, 12730.000, -8490.000, 0.000, 103.2, 46.1
2024-12-6, 00:00:00.000000, 97320, 102990, 96155, 102435, 11218, 28998, 99725, 100527, 99573, 0, 0, 1, 3121.336, 3811.135, -689.799, 0.000, 92774, 99059, 0, 1, 0, 15.6, 1, 0, 0, 105325, 95390, 0, 0, 0, 1, 102295, -2, 106490, 93060, 2520.000, 2520.000, 3240.000, 102295.000, 12730.000, -8490.000, 0.000, 106.1, 45.7
2024-12-9, 00:00:00.000000, 101300, 102265, 94640, 96790, 14138, 28220, 98749, 97898, 98453, 0, 0, 1, 2349.164, 3335.885, -986.721, 0.000, 93156, 99090, 0, 1, 0, 16.7, 0, 0, 0, 105325, 94640, -1, 0, 1, 0, 99450, -2, 109270, 95600, -2985.000, -2985.000, 2520.000, 99450.000, 12730.000, -8490.000, 0.000, 96.9, 44.9
2024-12-10, 00:00:00.000000, 97490, 98985, 94785, 96975, 11149, 26973, 97059, 96915, 96885, 0, 0, 1, 1212.836, 2889.229, -1676.393, 0.000, 93520, 99178, 98985, 0, 0, 24.9, 1, 0, 0, 102990, 94640, -1, -1, 0, 0, 91330, -2, 104415, 89165, -5460.000, -5460.000, -2985.000, 91330.000, 12730.000, -8490.000, 0.000, 97.2, 44.2
2024-12-11, 00:00:00.000000, 97550, 102465, 96290, 102150, 13648, 25833, 99614, 100302, 99378, 0, 0, 1, 2.336, 2481.687, -2479.351, 0.000, 94342, 99625, 0, 0, 0, 10.8, 0, 0, 0, 102465, 94640, 0, -1, 0, 0, 102335, 1, 101175, 92775, 5360.000, 5360.000, -5460.000, 102335.000, 12730.000, -8490.000, 0.000, 99.7, 44.0
2024-12-12, 00:00:00.000000, 102000, 103225, 99775, 100405, 12579, 24911, 101351, 101135, 101500, 0, 0, 1, 845.336, 2164.750, -1319.414, 0.000, 94919, 99751, 0, 0, 0, 32.5, 0, 0, 0, 103225, 94785, 0, 0, 0, 0, 105580, -1, 108325, 95975, 3430.000, 3430.000, 5360.000, 105580.000, 12730.000, -8490.000, 0.000, 103.7, 44.0
2024-12-13, 00:00:00.000000, 100875, 102605, 99620, 102300, 11146, 23946, 101350, 101508, 101113, 0, 0, 1, 2226.836, 1988.417, 238.419, 0.000, 95622, 99724, 0, 0, 1, 28.5, 1, 0, 0, 103225, 96290, 0, 0, 0, 0, 100555, -2, 103855, 96955, 150.000, 150.000, 3430.000, 100555.000, 12730.000, -8490.000, 0.000, 105.5, 43.9
2024-12-16, 00:00:00.000000, 103670, 108475, 103670, 106560, 15357, 22961, 105594, 106235, 106073, 0, 0, 1, 2704.336, 1837.583, 866.752, 0.000, 96664, 101678, 0, 0, 0, 50.0, 0, 0, 1, 108475, 99620, 0, 0, 0, 0, 108455, 1, 105285, 99315, 6155.000, 6155.000, 150.000, 108455.000, 12730.000, -8490.000, 0.000, 104.3, 44.7
2024-12-17, 00:00:00.000000, 106395, 108960, 106000, 107190, 11429, 22022, 107136, 107383, 107480, 0, 0, 1, 3900.500, 1765.938, 2134.563, 0.000, 97666, 103721, 0, 0, 1, 36.0, 0, 0, 0, 108960, 99620, 0, 0, 0, 1, 111450, -1, 111365, 101755, 4890.000, 4890.000, 6155.000, 111450.000, 12730.000, -8490.000, 0.000, 106.8, 45.4
2024-12-18, 00:00:00.000000, 106500, 106960, 100325, 100870, 18669, 21102, 103664, 102718, 103643, 0, 0, 1, 3328.336, 1699.323, 1629.013, 0.000, 97972, 103465, 0, 0, 0, 18.9, 0, 0, 0, 108960, 100325, -1, 0, 1, 0, 101500, -2, 110150, 104230, -5690.000, -5690.000, 4890.000, 101500.000, 12730.000, -8490.000, 0.000, 98.6, 44.1
2024-12-19, 00:00:00.000000, 101385, 103190, 95765, 96505, 19910, 17871, 99211, 98487, 99478, 0, 0, 1, 303.664, 1610.573, -1306.909, 0.000, 97832, 102685, 0, 1, 0, 33.4, 0, 0, 0, 108960, 95765, -1, -1, 0, 0, 90185, -2, 107505, 94235, -10685.000, -10685.000, -5690.000, 90185.000, 12730.000, -10685.000, -10685.000, 90.6, 41.7
2024-12-20, 00:00:00.000000, 98415, 98450, 92355, 96600, 20236, 13006, 96455, 95802, 95403, 0, 0, 1, -2642.836, 1434.729, -4077.565, 0.000, 97715, 101545, 0, 0, 0, 38.0, 0, 0, 0, 106960, 92355, 0, -1, 0, 0, 92235, 1, 103930, 89080, -4270.000, -4270.000, -10685.000, 92235.000, 12730.000, -10685.000, 0.000, 90.1, 38.7
2024-12-23, 00:00:00.000000, 95730, 96600, 92450, 93270, 14664, 7974, 94513, 94107, 94525, 0, 0, -1, -4824.164, 1116.584, -5940.748, 0.000, 97291, 98887, 96600, 0, 0, 30.8, 1, 0, 0, 103190, 92355, 0, 0, 0, 0, 93365, 2, 102695, 90505, -3235.000, -3235.000, -4270.000, 93365.000, 12730.000, -10685.000, 0.000, 92.5, 36.0
2024-12-24, 00:00:00.000000, 95015, 99685, 93545, 99100, 10649, 5030, 96836, 97443, 96615, 0, 0, -1, -4171.664, 750.782, -4922.446, 0.000, 97464, 97269, 0, 0, 0, 9.8, 0, 0, 0, 99685, 92355, 0, 0, 0, 0, 95770, 2, 97420, 89120, 2500.000, 2500.000, -3235.000, 95770.000, 12730.000, -10685.000, 0.000, 102.7, 34.1
2024-12-26, 00:00:00.000000, 98555, 100000, 95095, 95525, 8202, 2801, 97294, 96873, 97548, 0, 0, -1, -3867.500, 437.167, -4304.667, 0.000, 97279, 96200, 0, 0, 0, 18.3, 0, 0, 0, 100000, 92450, 0, 0, 0, 0, 101355, -1, 105240, 92960, 2255.000, 2255.000, 2500.000, 101355.000, 7370.000, -10685.000, 0.000, 98.9, 32.4
2024-12-27, 00:00:00.000000, 96775, 98425, 93985, 95310, 7880, 30508, 96124, 95907, 96205, 0, 0, -1, -2678.000, 208.449, -2886.449, 0.000, 97091, 95961, 0, 0, 0, 15.6, 1, 0, 0, 100000, 93545, 0, 0, 0, 0, 91735, -2, 100430, 90620, -3790.000, -3790.000, 2255.000, 91735.000, 7370.000, -10685.000, 0.000, 102.2, 30.5
2024-12-30, 00:00:00.000000, 93995, 95580, 91735, 94955, 8813, 29853, 94066, 94090, 93658, 0, 0, -1, -3325.164, -94.666, -3230.499, 0.000, 96888, 95632, 0, 0, 1, 36.7, 0, 0, 0, 100000, 91735, 0, 0, 0, 0, 94740, 1, 99750, 90870, -570.000, -570.000, -3790.000, 94740.000, 7370.000, -10685.000, 0.000, 95.8, 28.4
2024-12-31, 00:00:00.000000, 93280, 97010, 92615, 94120, 5745, 29293, 94256, 94582, 94813, 0, 0, -1, -2549.500, -449.093, -2100.407, 0.000, 96624, 95802, 0, 0, 0, 17.2, 1, 0, 0, 98425, 91735, 0, 0, 0, 0, 93765, -1, 98800, 91110, -1190.000, -1190.000, -570.000, 93765.000, 7370.000, -10685.000, 0.000, 98.5, 26.6
2025-1-2, 00:00:00.000000, 95270, 98735, 94830, 98190, 8727, 28435, 96756, 97252, 96783, 0, 0, -1, -689.500, -639.009, -50.491, 0.000, 96773, 95620, 0, 0, 0, 29.3, 0, 0, 0, 98735, 91735, 0, 0, 0, 0, 97355, 1, 98515, 89725, 3235.000, 3235.000, -1190.000, 97355.000, 7370.000, -10685.000, 0.000, 103.0, 25.4
2025-1-3, 00:00:00.000000, 97710, 99920, 96770, 99230, 6396, 27748, 98408, 98640, 98345, 0, 0, -1, 899.500, -658.593, 1558.093, 0.000, 97007, 96361, 0, 0, 1, 33.9, 0, 0, 0, 99920, 92615, 0, 0, 0, 0, 103300, 2, 102095, 94285, 5110.000, 5110.000, 3235.000, 103300.000, 7370.000, -10685.000, 0.000, 104.5, 24.5
2025-1-6, 00:00:00.000000, 99450, 103565, 98660, 103150, 11431, 28251, 101206, 101792, 101113, 0, 0, -1, 3245.000, -455.926, 3700.926, 0.000, 97592, 97929, 0, 0, 0, 37.6, 0, 0, 0, 103565, 94830, 0, 0, 0, 0, 104190, -1, 102380, 96080, 4960.000, 4960.000, 5110.000, 104190.000, 7370.000, -10685.000, 0.000, 109.6, 24.4
2025-1-7, 00:00:00.000000, 103020, 103685, 96525, 96785, 16649, 27342, 100004, 98998, 100105, 0, 0, -1, 2758.164, -336.375, 3094.539, 0.000, 97516, 98295, 0, 1, 0, 0.0, 0, 0, 0, 103685, 96525, 0, 0, 0, 0, 100705, -2, 108055, 98245, -2445.000, -2445.000, 4960.000, 100705.000, 7370.000, -10685.000, 0.000, 98.6, 23.7
2025-1-8, 00:00:00.000000, 97520, 97565, 92745, 94230, 9662, 26975, 95515, 94847, 95155, 0, 0, -1, 995.500, -413.333, 1408.833, 0.000, 97203, 98317, 0, 0, 0, 42.7, 0, 0, 0, 103685, 92745, -1, 0, 0, 0, 87865, -2, 103945, 89625, -8920.000, -8920.000, -2445.000, 87865.000, 7370.000, -10685.000, 0.000, 95.0, 22.0
2025-1-9, 00:00:00.000000, 95560, 95640, 91190, 92140, 8380, 27014, 93633, 92990, 93415, 0, 0, -1, -1978.500, -706.010, -1272.490, 0.000, 96720, 97107, 0, 0, 0, 36.8, 0, 0, 0, 103685, 91190, 0, -1, 0, 0, 89585, 1, 99050, 89410, -4645.000, -4645.000, -8920.000, 89585.000, 7370.000, -10685.000, 0.000, 89.3, 20.8
2025-1-10, 00:00:00.000000, 92675, 96375, 92350, 95210, 12066, 25589, 94153, 94645, 94363, 0, 0, -1, -2472.000, -1104.292, -1367.708, 0.000, 96577, 96303, 0, 0, 0, 18.4, 1, 0, 0, 97565, 91190, 0, 0, 0, 0, 93120, 2, 96590, 87690, 980.000, 980.000, -4645.000, 93120.000, 7370.000, -10685.000, 0.000, 98.4, 19.4
2025-1-13, 00:00:00.000000, 94500, 96420, 89525, 93905, 16032, 24709, 93588, 93283, 92973, 0, 0, -1, -2439.836, -1464.802, -975.034, 0.000, 96322, 94454, 0, 0, 0, 0.0, 0, 0, 0, 96420, 89525, 0, 0, 0, 1, 96975, 2, 99235, 91185, 1765.000, 1765.000, 980.000, 96975.000, 7370.000, -10685.000, 0.000, 99.7, 18.8
2025-1-14, 00:00:00.000000, 94700, 97810, 94550, 96905, 11867, 24304, 95991, 96422, 96180, 0, 0, -1, -1046.500, -1549.188, 502.688, 0.000, 96378, 94478, 0, 0, 0, 36.4, 0, 0, 0, 97810, 89525, 0, 0, 1, 0, 95600, -1, 100800, 87010, 1695.000, 1695.000, 1765.000, 95600.000, 6155.000, -10685.000, 0.000, 105.2, 17.8
2025-1-15, 00:00:00.000000, 96990, 101240, 96855, 100060, 12804, 22902, 98786, 99385, 99048, 0, 0, -1, -23.836, -1385.500, 1361.664, 0.000, 96728, 95644, 0, 0, 0, 44.2, 0, 0, 0, 101240, 89525, 1, 0, 0, 0, 103060, 1, 100165, 93645, 6155.000, 6155.000, 1695.000, 103060.000, 6155.000, -10685.000, 0.000, 105.1, 17.0
2025-1-16, 00:00:00.000000, 100125, 101425, 97555, 100700, 10448, 21910, 99951, 99893, 99490, 0, 0, -1, 1990.164, -959.604, 2949.769, 0.000, 97107, 97356, 0, 0, 0, 22.5, 0, 0, 0, 101425, 94550, 0, 1, 0, 0, 103855, -1, 104445, 95675, 3795.000, 3795.000, 6155.000, 103855.000, 6155.000, -10685.000, 0.000, 107.2, 16.3
2025-1-17, 00:00:00.000000, 100265, 106575, 100190, 105280, 13868, 21968, 103078, 104015, 103383, 0, 0, 1, 4176.836, -437.823, 4614.659, 0.000, 97885, 99370, 0, 0, 0, 36.5, 0, 0, 0, 106575, 96855, 1, 0, 0, 0, 105920, 1, 104570, 96830, 5220.000, 5220.000, 3795.000, 105920.000, 6155.000, -10685.000, 0.000, 108.6, 16.7
2025-1-21, 00:00:00.000000, 103510, 110150, 99745, 106400, 31624, 21042, 104951, 105432, 104948, 0, 0, 1, 5965.164, 176.718, 5788.446, 0.000, 98696, 101869, 0, 1, 0, 12.1, 0, 0, 0, 110150, 97555, 1, 1, 0, 1, 110980, 2, 111665, 98895, 5700.000, 5700.000, 5220.000, 110980.000, 6155.000, -10685.000, 0.000, 106.3, 17.6
2025-1-22, 00:00:00.000000, 106395, 106735, 103465, 104430, 10580, 19836, 105256, 104877, 105100, 0, 0, 1, 6444.000, 746.843, 5697.157, 0.000, 99242, 103374, 106735, 0, 0, 34.3, 1, 0, 0, 110150, 99745, 0, 1, 0, 1, 105550, -1, 116805, 95995, -850.000, -850.000, 5700.000, 105550.000, 6155.000, -10685.000, 0.000, 103.7, 18.5
2025-1-23, 00:00:00.000000, 104230, 107100, 101280, 103415, 26998, 18732, 104006, 103932, 104190, 0, 0, 1, 4903.836, 1261.156, 3642.680, 0.000, 99640, 104045, 0, 0, 0, 22.0, 1, 0, 0, 110150, 99745, 0, 0, 1, 0, 101445, -2, 107700, 101160, -2985.000, -2985.000, -850.000, 101445.000, 6155.000, -10685.000, 0.000, 98.2, 18.7
2025-1-24, 00:00:00.000000, 103970, 107485, 102860, 105060, 16363, 14361, 104844, 105135, 105173, 0, 0, 1, 3165.164, 1618.322, 1546.842, 0.000, 100156, 104917, 0, 0, 0, 13.6, 0, 0, 0, 107485, 101280, 0, 0, 0, 0, 104045, 1, 109235, 97595, 630.000, 630.000, -2985.000, 104045.000, 6155.000, -10685.000, 0.000, 98.7, 19.0
2025-1-27, 00:00:00.000000, 104695, 104695, 97640, 101495, 25893, 9679, 102131, 101277, 101168, 0, 0, 1, 1558.336, 1758.812, -200.476, 0.000, 100283, 104160, 0, 0, 0, 22.5, 0, 0, 0, 107485, 97640, 0, 0, 0, 0, 103140, -1, 109685, 100435, -1920.000, -1920.000, 630.000, 103140.000, 6155.000, -10685.000, 0.000, 97.2, 17.8
2025-1-28, 00:00:00.000000, 101730, 103875, 100295, 101205, 14163, 6341, 101776, 101792, 102085, 0, 0, 1, 91.664, 1708.322, -1616.658, 0.000, 100371, 103121, 103875, 0, 0, 31.8, 1, 0, 0, 107485, 97640, -1, 0, 0, 0, 97640, -2, 108550, 94440, -3855.000, -3855.000, -1920.000, 97640.000, 6155.000, -10685.000, 0.000, 97.9, 16.7
2025-1-29, 00:00:00.000000, 101185, 104920, 100765, 104315, 10656, 3588, 102796, 103333, 102843, 0, 0, 1, -897.664, 1449.406, -2347.070, 0.000, 100747, 103098, 0, 0, 0, 22.1, 0, 0, 0, 104920, 97640, 0, -1, 0, 0, 104025, 1, 104785, 97625, 2820.000, 2820.000, -3855.000, 104025.000, 6155.000, -10685.000, 0.000, 99.3, 15.9
2025-1-30, 00:00:00.000000, 103840, 106570, 103345, 104960, 9557, 1580, 104679, 104958, 104958, 0, 0, 1, -232.664, 1262.479, -1495.143, 0.000, 101148, 103407, 0, 0, 1, 33.0, 0, 0, 0, 106570, 100295, 0, 0, 0, 0, 108070, 2, 108470, 100160, 3755.000, 3755.000, 2820.000, 108070.000, 6155.000, -10685.000, 0.000, 103.4, 15.6
2025-1-31, 00:00:00.000000, 105980, 106945, 102020, 102095, 13151, 29168, 104260, 103687, 104483, 0, 0, 1, -75.500, 1195.542, -1271.042, 0.000, 101238, 102814, 0, 0, 0, 10.8, 0, 0, 0, 106945, 100765, 0, 0, 0, 0, 102740, -1, 108185, 101735, -2220.000, -2220.000, 3755.000, 102740.000, 6155.000, -10685.000, 0.000, 100.9, 14.9
2025-2-3, 00:00:00.000000, 98445, 102875, 91455, 101965, 23146, 28842, 98685, 98765, 97165, 0, 0, 1, -527.336, 1286.239, -1813.575, 0.000, 101307, 102908, 0, 1, 0, 41.3, 0, 0, 0, 106945, 91455, 0, 0, 0, 0, 99100, -2, 107020, 97170, -2995.000, -2995.000, -2220.000, 99100.000, 6155.000, -10685.000, 0.000, 97.7, 15.6
2025-2-4, 00:00:00.000000, 102615, 102635, 97035, 99185, 12852, 27910, 100368, 99618, 99835, 0, 0, 1, -1730.836, 1332.562, -3063.398, 0.000, 101105, 102504, 102635, 0, 0, 31.9, 1, 0, 0, 106945, 91455, 0, 0, 0, 0, 99055, 1, 113385, 90545, -2910.000, -2910.000, -2995.000, 99055.000, 6155.000, -8920.000, 0.000, 94.5, 16.3
2025-2-5, 00:00:00.000000, 98195, 99735, 96880, 97710, 7679, 27111, 98130, 98108, 98308, 0, 0, 1, -2520.500, 1327.521, -3848.021, 0.000, 100782, 101183, 0, 0, 1, 37.5, 1, 0, 0, 102875, 91455, -1, 0, 0, 0, 94930, -1, 104785, 93585, -4255.000, -4255.000, -2910.000, 94930.000, 6155.000, -8920.000, 0.000, 95.7, 16.9
2025-2-6, 00:00:00.000000, 96990, 99765, 96015, 97285, 9256, 26393, 97514, 97688, 97890, 0, 0, 1, -3467.500, 1176.208, -4643.708, 0.000, 100449, 99648, 0, 0, 0, 24.9, 0, 0, 0, 102635, 96015, 0, -1, 0, 1, 95810, 1, 100565, 94855, -1900.000, -1900.000, -4255.000, 95810.000, 6155.000, -8920.000, 0.000, 95.4, 17.7
2025-2-7, 00:00:00.000000, 97260, 100765, 95890, 95990, 11785, 26040, 97476, 97548, 98328, 0, 0, -1, -3625.500, 951.104, -4576.604, 0.000, 100024, 98427, 0, 0, 0, 0.0, 0, 0, 0, 100765, 95890, 0, 0, 0, 1, 95565, 2, 101035, 93535, -1720.000, -1720.000, -1900.000, 95565.000, 6155.000, -8920.000, 0.000, 96.8, 18.0
2025-2-10, 00:00:00.000000, 95990, 98755, 95505, 97680, 7178, 25508, 96983, 97313, 97130, 0, 0, -1, -3254.000, 623.344, -3877.344, 0.000, 99801, 97570, 0, 0, 0, 20.6, 0, 0, 0, 100765, 95505, 0, 0, 1, 0, 96385, 2, 100865, 91115, 395.000, 395.000, -1720.000, 96385.000, 6155.000, -8920.000, 0.000, 100.0, 18.5
2025-2-11, 00:00:00.000000, 97725, 98960, 95065, 95425, 8935, 24335, 96794, 96483, 97013, 0, 0, -1, -3296.000, 156.292, -3452.292, 0.000, 99384, 96818, 0, 0, 0, 17.2, 0, 0, 0, 100765, 95065, -1, 0, 0, 0, 97115, -1, 100930, 94430, -565.000, -565.000, 395.000, 97115.000, 6155.000, -8920.000, 0.000, 98.1, 19.0
2025-2-12, 00:00:00.000000, 95925, 98295, 94280, 97395, 9596, 23440, 96474, 96657, 96288, 0, 0, -1, -2135.664, -350.010, -1785.654, 0.000, 99195, 96755, 0, 0, 0, 8.5, 0, 0, 0, 98960, 94280, 0, -1, 0, 0, 95140, 1, 99320, 91530, -285.000, -285.000, -565.000, 95140.000, 6155.000, -8920.000, 0.000, 101.5, 19.6
2025-2-13, 00:00:00.000000, 98300, 98460, 95370, 96510, 10729, 22874, 97160, 96780, 96915, 0, 0, -1, -1680.664, -857.802, -822.862, 0.000, 98939, 96600, 0, 0, 0, 17.0, 1, 0, 0, 98960, 94280, 0, 0, 0, 0, 98480, 2, 101410, 93380, 1085.000, 1085.000, -285.000, 98480.000, 6155.000, -8920.000, 0.000, 98.8, 20.1
2025-2-14, 00:00:00.000000, 96640, 99350, 96440, 97555, 9907, 21853, 97496, 97782, 97895, 0, 0, -1, -516.664, -1196.583, 679.919, 0.000, 98807, 96913, 0, 0, 0, 25.8, 0, 0, 0, 99350, 94280, 0, 0, 0, 0, 96670, -1, 99600, 93420, 160.000, 160.000, 1085.000, 96670.000, 6155.000, -8920.000, 0.000, 102.2, 20.3
2025-2-18, 00:00:00.000000, 97110, 97200, 93305, 94055, 15289, 21274, 95418, 94853, 95253, 0, 0, -1, -839.000, -1446.843, 607.843, 0.000, 98355, 96188, 0, 0, 0, 27.0, 0, 0, 0, 99350, 93305, -1, 0, 0, 0, 95100, -2, 100465, 94645, -2455.000, -2455.000, 160.000, 95100.000, 6155.000, -8920.000, 0.000, 96.6, 21.1
2025-2-19, 00:00:00.000000, 95205, 96890, 95065, 96305, 10523, 19437, 95866, 96087, 95978, 0, 0, -1, -619.336, -1582.948, 963.612, 0.000, 98159, 96364, 96890, 0, 1, 34.9, 1, 0, 0, 99350, 93305, 0, -1, 0, 0, 92805, 1, 97950, 90160, -1250.000, -1250.000, -2455.000, 92805.000, 6155.000, -8920.000, 0.000, 99.8, 21.9
2025-2-20, 00:00:00.000000, 96890, 98990, 96515, 98705, 11812, 17504, 97775, 98070, 97753, 0, 0, -1, -335.500, -1609.646, 1274.146, 0.000, 98211, 96626, 0, 0, 0, 41.2, 0, 0, 0, 98990, 93305, 0, 0, 0, 0, 100955, 2, 98130, 94480, 4650.000, 4650.000, -1250.000, 100955.000, 6155.000, -8920.000, 0.000, 101.2, 21.7
2025-2-21, 00:00:00.000000, 98455, 99765, 94580, 94675, 20717, 13850, 96869, 96340, 97173, 0, 0, -1, 132.164, -1545.281, 1677.445, 0.000, 97875, 96259, 0, 1, 0, 0.0, 0, 0, 0, 99765, 94580, 0, 0, 0, 0, 97075, -1, 101180, 96230, -1630.000, -1630.000, 4650.000, 97075.000, 6155.000, -4645.000, 0.000, 100.7, 22.1
2025-2-24, 00:00:00.000000, 95650, 96625, 93565, 93990, 14306, 11017, 94958, 94727, 95095, 0, 0, -1, -439.500, -1558.208, 1118.708, 0.000, 97505, 95546, 0, 0, 0, 30.3, 0, 0, 0, 99765, 93565, -1, 0, 0, 0, 89960, -2, 99860, 89490, -4715.000, -4715.000, -1630.000, 89960.000, 6155.000, -4715.000, -4715.000, 97.6, 22.7
2025-2-25, 00:00:00.000000, 92755, 92755, 85820, 87945, 22693, 7857, 89819, 88840, 89288, 0, 0, -1, -3052.664, -1744.281, -1308.383, 0.000, 96594, 94324, 0, 1, 0, 50.0, 0, 0, 0, 99765, 85820, -1, -1, 0, 0, 87260, -2, 97050, 90930, -6730.000, -6730.000, -4715.000, 87260.000, 6155.000, -6730.000, -6730.000, 89.1, 24.5
2025-2-26, 00:00:00.000000, 88695, 89300, 82185, 84285, 15942, 5320, 86116, 85257, 85743, 0, 0, -1, -5402.000, -2048.948, -3353.052, 0.000, 95422, 91920, 0, 1, 0, 33.9, 0, 0, 0, 96625, 82185, -1, -1, 0, 0, 78240, -2, 94880, 81010, -9705.000, -9705.000, -6730.000, 78240.000, 6155.000, -9705.000, -9705.000, 89.0, 26.7
2025-2-27, 00:00:00.000000, 84250, 87015, 82590, 83375, 8586, 3193, 84308, 84327, 84803, 0, 0, -1, -7538.336, -2411.917, -5126.419, 0.000, 94275, 88854, 87015, 0, 0, 29.1, 1, 0, 0, 92755, 82185, 0, -1, 0, 1, 79715, 1, 91400, 77170, -4570.000, -4570.000, -9705.000, 79715.000, 6155.000, -9705.000, 0.000, 88.7, 28.8
2025-2-28, 00:00:00.000000, 84965, 85720, 78675, 84650, 17881, 25286, 83503, 83015, 82198, 0, 0, -1, -7450.664, -2720.052, -4730.612, 0.000, 93358, 86849, 0, 0, 0, 25.2, 0, 0, 0, 89300, 78675, 0, 0, 0, 1, 83740, 2, 87800, 78950, 365.000, 365.000, -4570.000, 83740.000, 5700.000, -9705.000, 0.000, 96.3, 31.1
2025-3-3, 00:00:00.000000, 95000, 95705, 85485, 86315, 14921, 24400, 90626, 89168, 90595, 0, 0, -1, -5650.000, -2856.458, -2793.542, 0.000, 92687, 85314, 0, 1, 0, 40.8, 0, 0, 0, 95705, 78675, 0, 0, 1, 0, 87590, 2, 91695, 77605, 2940.000, 2940.000, 365.000, 87590.000, 5700.000, -9705.000, 0.000, 102.4, 30.2
